# MEDRIPPLE SIMULATED PROTOTYPE DATA - NOT REAL PATIENT, FACILITY OR SUPPLY DATA.
# Deterministic daily consumption of Human insulin 100 IU/mL, 10 mL vial (unit: vial) for four simulated facilities.
# History window: 2026-07-03 to 2026-08-31 (60 days); forecasts are made as of 2026-09-01.
# Blank units_consumed values are intentional missing reports that exercise the data-quality checks.
# Scenario design is documented in intelligence/README.md.
date,facility_id,medicine_id,units_consumed,data_label
2026-07-21,facility-central-store,med-insulin-100iu-vial,22,SIMULATED_PROTOTYPE
2026-07-22,facility-central-store,med-insulin-100iu-vial,18,SIMULATED_PROTOTYPE
2026-07-23,facility-central-store,med-insulin-100iu-vial,20,SIMULATED_PROTOTYPE
2026-07-24,facility-central-store,med-insulin-100iu-vial,19,SIMULATED_PROTOTYPE
2026-07-25,facility-central-store,med-insulin-100iu-vial,21,SIMULATED_PROTOTYPE
2026-07-26,facility-central-store,med-insulin-100iu-vial,20,SIMULATED_PROTOTYPE
2026-07-27,facility-central-store,med-insulin-100iu-vial,20,SIMULATED_PROTOTYPE
2026-07-28,facility-central-store,med-insulin-100iu-vial,22,SIMULATED_PROTOTYPE
2026-07-29,facility-central-store,med-insulin-100iu-vial,18,SIMULATED_PROTOTYPE
2026-07-30,facility-central-store,med-insulin-100iu-vial,20,SIMULATED_PROTOTYPE
2026-07-31,facility-central-store,med-insulin-100iu-vial,19,SIMULATED_PROTOTYPE
2026-08-01,facility-central-store,med-insulin-100iu-vial,21,SIMULATED_PROTOTYPE
2026-08-02,facility-central-store,med-insulin-100iu-vial,20,SIMULATED_PROTOTYPE
2026-08-03,facility-central-store,med-insulin-100iu-vial,20,SIMULATED_PROTOTYPE
2026-08-04,facility-central-store,med-insulin-100iu-vial,22,SIMULATED_PROTOTYPE
2026-08-05,facility-central-store,med-insulin-100iu-vial,18,SIMULATED_PROTOTYPE
2026-08-06,facility-central-store,med-insulin-100iu-vial,20,SIMULATED_PROTOTYPE
2026-08-07,facility-central-store,med-insulin-100iu-vial,19,SIMULATED_PROTOTYPE
2026-08-08,facility-central-store,med-insulin-100iu-vial,21,SIMULATED_PROTOTYPE
2026-08-09,facility-central-store,med-insulin-100iu-vial,20,SIMULATED_PROTOTYPE
2026-08-10,facility-central-store,med-insulin-100iu-vial,20,SIMULATED_PROTOTYPE
2026-08-11,facility-central-store,med-insulin-100iu-vial,22,SIMULATED_PROTOTYPE
2026-08-12,facility-central-store,med-insulin-100iu-vial,18,SIMULATED_PROTOTYPE
2026-08-13,facility-central-store,med-insulin-100iu-vial,20,SIMULATED_PROTOTYPE
2026-08-14,facility-central-store,med-insulin-100iu-vial,19,SIMULATED_PROTOTYPE
2026-08-15,facility-central-store,med-insulin-100iu-vial,21,SIMULATED_PROTOTYPE
2026-08-16,facility-central-store,med-insulin-100iu-vial,20,SIMULATED_PROTOTYPE
2026-08-17,facility-central-store,med-insulin-100iu-vial,20,SIMULATED_PROTOTYPE
2026-08-18,facility-central-store,med-insulin-100iu-vial,22,SIMULATED_PROTOTYPE
2026-08-19,facility-central-store,med-insulin-100iu-vial,18,SIMULATED_PROTOTYPE
2026-08-20,facility-central-store,med-insulin-100iu-vial,20,SIMULATED_PROTOTYPE
2026-08-21,facility-central-store,med-insulin-100iu-vial,19,SIMULATED_PROTOTYPE
2026-08-22,facility-central-store,med-insulin-100iu-vial,21,SIMULATED_PROTOTYPE
2026-08-23,facility-central-store,med-insulin-100iu-vial,20,SIMULATED_PROTOTYPE
2026-08-24,facility-central-store,med-insulin-100iu-vial,20,SIMULATED_PROTOTYPE
2026-08-25,facility-central-store,med-insulin-100iu-vial,22,SIMULATED_PROTOTYPE
2026-08-26,facility-central-store,med-insulin-100iu-vial,18,SIMULATED_PROTOTYPE
2026-08-27,facility-central-store,med-insulin-100iu-vial,20,SIMULATED_PROTOTYPE
2026-08-28,facility-central-store,med-insulin-100iu-vial,19,SIMULATED_PROTOTYPE
2026-08-29,facility-central-store,med-insulin-100iu-vial,21,SIMULATED_PROTOTYPE
2026-08-30,facility-central-store,med-insulin-100iu-vial,20,SIMULATED_PROTOTYPE
2026-08-31,facility-central-store,med-insulin-100iu-vial,20,SIMULATED_PROTOTYPE
2026-07-03,facility-district-hospital,med-insulin-100iu-vial,24,SIMULATED_PROTOTYPE
2026-07-04,facility-district-hospital,med-insulin-100iu-vial,26,SIMULATED_PROTOTYPE
2026-07-05,facility-district-hospital,med-insulin-100iu-vial,25,SIMULATED_PROTOTYPE
2026-07-06,facility-district-hospital,med-insulin-100iu-vial,23,SIMULATED_PROTOTYPE
2026-07-07,facility-district-hospital,med-insulin-100iu-vial,27,SIMULATED_PROTOTYPE
2026-07-08,facility-district-hospital,med-insulin-100iu-vial,25,SIMULATED_PROTOTYPE
2026-07-09,facility-district-hospital,med-insulin-100iu-vial,24,SIMULATED_PROTOTYPE
2026-07-10,facility-district-hospital,med-insulin-100iu-vial,24,SIMULATED_PROTOTYPE
2026-07-11,facility-district-hospital,med-insulin-100iu-vial,26,SIMULATED_PROTOTYPE
2026-07-12,facility-district-hospital,med-insulin-100iu-vial,25,SIMULATED_PROTOTYPE
2026-07-13,facility-district-hospital,med-insulin-100iu-vial,23,SIMULATED_PROTOTYPE
2026-07-14,facility-district-hospital,med-insulin-100iu-vial,27,SIMULATED_PROTOTYPE
2026-07-15,facility-district-hospital,med-insulin-100iu-vial,25,SIMULATED_PROTOTYPE
2026-07-16,facility-district-hospital,med-insulin-100iu-vial,24,SIMULATED_PROTOTYPE
2026-07-17,facility-district-hospital,med-insulin-100iu-vial,24,SIMULATED_PROTOTYPE
2026-07-18,facility-district-hospital,med-insulin-100iu-vial,26,SIMULATED_PROTOTYPE
2026-07-19,facility-district-hospital,med-insulin-100iu-vial,25,SIMULATED_PROTOTYPE
2026-07-20,facility-district-hospital,med-insulin-100iu-vial,23,SIMULATED_PROTOTYPE
2026-07-21,facility-district-hospital,med-insulin-100iu-vial,27,SIMULATED_PROTOTYPE
2026-07-22,facility-district-hospital,med-insulin-100iu-vial,25,SIMULATED_PROTOTYPE
2026-07-23,facility-district-hospital,med-insulin-100iu-vial,24,SIMULATED_PROTOTYPE
2026-07-24,facility-district-hospital,med-insulin-100iu-vial,24,SIMULATED_PROTOTYPE
2026-07-25,facility-district-hospital,med-insulin-100iu-vial,26,SIMULATED_PROTOTYPE
2026-07-26,facility-district-hospital,med-insulin-100iu-vial,25,SIMULATED_PROTOTYPE
2026-07-27,facility-district-hospital,med-insulin-100iu-vial,78,SIMULATED_PROTOTYPE
2026-07-28,facility-district-hospital,med-insulin-100iu-vial,27,SIMULATED_PROTOTYPE
2026-07-29,facility-district-hospital,med-insulin-100iu-vial,25,SIMULATED_PROTOTYPE
2026-07-30,facility-district-hospital,med-insulin-100iu-vial,24,SIMULATED_PROTOTYPE
2026-07-31,facility-district-hospital,med-insulin-100iu-vial,24,SIMULATED_PROTOTYPE
2026-08-01,facility-district-hospital,med-insulin-100iu-vial,26,SIMULATED_PROTOTYPE
2026-08-02,facility-district-hospital,med-insulin-100iu-vial,25,SIMULATED_PROTOTYPE
2026-08-03,facility-district-hospital,med-insulin-100iu-vial,23,SIMULATED_PROTOTYPE
2026-08-04,facility-district-hospital,med-insulin-100iu-vial,27,SIMULATED_PROTOTYPE
2026-08-05,facility-district-hospital,med-insulin-100iu-vial,25,SIMULATED_PROTOTYPE
2026-08-06,facility-district-hospital,med-insulin-100iu-vial,24,SIMULATED_PROTOTYPE
2026-08-07,facility-district-hospital,med-insulin-100iu-vial,24,SIMULATED_PROTOTYPE
2026-08-08,facility-district-hospital,med-insulin-100iu-vial,26,SIMULATED_PROTOTYPE
2026-08-09,facility-district-hospital,med-insulin-100iu-vial,25,SIMULATED_PROTOTYPE
2026-08-10,facility-district-hospital,med-insulin-100iu-vial,23,SIMULATED_PROTOTYPE
2026-08-11,facility-district-hospital,med-insulin-100iu-vial,23,SIMULATED_PROTOTYPE
2026-08-12,facility-district-hospital,med-insulin-100iu-vial,25,SIMULATED_PROTOTYPE
2026-08-13,facility-district-hospital,med-insulin-100iu-vial,24,SIMULATED_PROTOTYPE
2026-08-14,facility-district-hospital,med-insulin-100iu-vial,22,SIMULATED_PROTOTYPE
2026-08-15,facility-district-hospital,med-insulin-100iu-vial,26,SIMULATED_PROTOTYPE
2026-08-16,facility-district-hospital,med-insulin-100iu-vial,24,SIMULATED_PROTOTYPE
2026-08-17,facility-district-hospital,med-insulin-100iu-vial,24,SIMULATED_PROTOTYPE
2026-08-18,facility-district-hospital,med-insulin-100iu-vial,24,SIMULATED_PROTOTYPE
2026-08-19,facility-district-hospital,med-insulin-100iu-vial,25,SIMULATED_PROTOTYPE
2026-08-20,facility-district-hospital,med-insulin-100iu-vial,23,SIMULATED_PROTOTYPE
2026-08-21,facility-district-hospital,med-insulin-100iu-vial,24,SIMULATED_PROTOTYPE
2026-08-22,facility-district-hospital,med-insulin-100iu-vial,26,SIMULATED_PROTOTYPE
2026-08-23,facility-district-hospital,med-insulin-100iu-vial,23,SIMULATED_PROTOTYPE
2026-08-24,facility-district-hospital,med-insulin-100iu-vial,23,SIMULATED_PROTOTYPE
2026-08-25,facility-district-hospital,med-insulin-100iu-vial,26,SIMULATED_PROTOTYPE
2026-08-26,facility-district-hospital,med-insulin-100iu-vial,28,SIMULATED_PROTOTYPE
2026-08-27,facility-district-hospital,med-insulin-100iu-vial,27,SIMULATED_PROTOTYPE
2026-08-28,facility-district-hospital,med-insulin-100iu-vial,25,SIMULATED_PROTOTYPE
2026-08-29,facility-district-hospital,med-insulin-100iu-vial,29,SIMULATED_PROTOTYPE
2026-08-30,facility-district-hospital,med-insulin-100iu-vial,27,SIMULATED_PROTOTYPE
2026-08-31,facility-district-hospital,med-insulin-100iu-vial,27,SIMULATED_PROTOTYPE
2026-07-03,facility-river-chc,med-insulin-100iu-vial,8,SIMULATED_PROTOTYPE
2026-07-04,facility-river-chc,med-insulin-100iu-vial,7,SIMULATED_PROTOTYPE
2026-07-05,facility-river-chc,med-insulin-100iu-vial,9,SIMULATED_PROTOTYPE
2026-07-06,facility-river-chc,med-insulin-100iu-vial,8,SIMULATED_PROTOTYPE
2026-07-07,facility-river-chc,med-insulin-100iu-vial,6,SIMULATED_PROTOTYPE
2026-07-08,facility-river-chc,med-insulin-100iu-vial,9,SIMULATED_PROTOTYPE
2026-07-09,facility-river-chc,med-insulin-100iu-vial,8,SIMULATED_PROTOTYPE
2026-07-10,facility-river-chc,med-insulin-100iu-vial,8,SIMULATED_PROTOTYPE
2026-07-11,facility-river-chc,med-insulin-100iu-vial,7,SIMULATED_PROTOTYPE
2026-07-12,facility-river-chc,med-insulin-100iu-vial,9,SIMULATED_PROTOTYPE
2026-07-13,facility-river-chc,med-insulin-100iu-vial,8,SIMULATED_PROTOTYPE
2026-07-14,facility-river-chc,med-insulin-100iu-vial,6,SIMULATED_PROTOTYPE
2026-07-15,facility-river-chc,med-insulin-100iu-vial,9,SIMULATED_PROTOTYPE
2026-07-16,facility-river-chc,med-insulin-100iu-vial,8,SIMULATED_PROTOTYPE
2026-07-17,facility-river-chc,med-insulin-100iu-vial,8,SIMULATED_PROTOTYPE
2026-07-18,facility-river-chc,med-insulin-100iu-vial,7,SIMULATED_PROTOTYPE
2026-07-19,facility-river-chc,med-insulin-100iu-vial,9,SIMULATED_PROTOTYPE
2026-07-20,facility-river-chc,med-insulin-100iu-vial,8,SIMULATED_PROTOTYPE
2026-07-21,facility-river-chc,med-insulin-100iu-vial,6,SIMULATED_PROTOTYPE
2026-07-22,facility-river-chc,med-insulin-100iu-vial,9,SIMULATED_PROTOTYPE
2026-07-23,facility-river-chc,med-insulin-100iu-vial,8,SIMULATED_PROTOTYPE
2026-07-24,facility-river-chc,med-insulin-100iu-vial,8,SIMULATED_PROTOTYPE
2026-07-25,facility-river-chc,med-insulin-100iu-vial,7,SIMULATED_PROTOTYPE
2026-07-26,facility-river-chc,med-insulin-100iu-vial,9,SIMULATED_PROTOTYPE
2026-07-27,facility-river-chc,med-insulin-100iu-vial,8,SIMULATED_PROTOTYPE
2026-07-28,facility-river-chc,med-insulin-100iu-vial,6,SIMULATED_PROTOTYPE
2026-07-29,facility-river-chc,med-insulin-100iu-vial,9,SIMULATED_PROTOTYPE
2026-07-30,facility-river-chc,med-insulin-100iu-vial,8,SIMULATED_PROTOTYPE
2026-07-31,facility-river-chc,med-insulin-100iu-vial,8,SIMULATED_PROTOTYPE
2026-08-01,facility-river-chc,med-insulin-100iu-vial,7,SIMULATED_PROTOTYPE
2026-08-02,facility-river-chc,med-insulin-100iu-vial,9,SIMULATED_PROTOTYPE
2026-08-03,facility-river-chc,med-insulin-100iu-vial,8,SIMULATED_PROTOTYPE
2026-08-04,facility-river-chc,med-insulin-100iu-vial,6,SIMULATED_PROTOTYPE
2026-08-05,facility-river-chc,med-insulin-100iu-vial,9,SIMULATED_PROTOTYPE
2026-08-06,facility-river-chc,med-insulin-100iu-vial,8,SIMULATED_PROTOTYPE
2026-08-07,facility-river-chc,med-insulin-100iu-vial,8,SIMULATED_PROTOTYPE
2026-08-08,facility-river-chc,med-insulin-100iu-vial,7,SIMULATED_PROTOTYPE
2026-08-09,facility-river-chc,med-insulin-100iu-vial,9,SIMULATED_PROTOTYPE
2026-08-10,facility-river-chc,med-insulin-100iu-vial,8,SIMULATED_PROTOTYPE
2026-08-11,facility-river-chc,med-insulin-100iu-vial,8,SIMULATED_PROTOTYPE
2026-08-12,facility-river-chc,med-insulin-100iu-vial,7,SIMULATED_PROTOTYPE
2026-08-13,facility-river-chc,med-insulin-100iu-vial,9,SIMULATED_PROTOTYPE
2026-08-14,facility-river-chc,med-insulin-100iu-vial,8,SIMULATED_PROTOTYPE
2026-08-15,facility-river-chc,med-insulin-100iu-vial,7,SIMULATED_PROTOTYPE
2026-08-16,facility-river-chc,med-insulin-100iu-vial,,SIMULATED_PROTOTYPE
2026-08-17,facility-river-chc,med-insulin-100iu-vial,9,SIMULATED_PROTOTYPE
2026-08-18,facility-river-chc,med-insulin-100iu-vial,8,SIMULATED_PROTOTYPE
2026-08-19,facility-river-chc,med-insulin-100iu-vial,7,SIMULATED_PROTOTYPE
2026-08-20,facility-river-chc,med-insulin-100iu-vial,8,SIMULATED_PROTOTYPE
2026-08-21,facility-river-chc,med-insulin-100iu-vial,9,SIMULATED_PROTOTYPE
2026-08-22,facility-river-chc,med-insulin-100iu-vial,7,SIMULATED_PROTOTYPE
2026-08-23,facility-river-chc,med-insulin-100iu-vial,8,SIMULATED_PROTOTYPE
2026-08-24,facility-river-chc,med-insulin-100iu-vial,8,SIMULATED_PROTOTYPE
2026-08-25,facility-river-chc,med-insulin-100iu-vial,7,SIMULATED_PROTOTYPE
2026-08-26,facility-river-chc,med-insulin-100iu-vial,,SIMULATED_PROTOTYPE
2026-08-27,facility-river-chc,med-insulin-100iu-vial,9,SIMULATED_PROTOTYPE
2026-08-28,facility-river-chc,med-insulin-100iu-vial,8,SIMULATED_PROTOTYPE
2026-08-29,facility-river-chc,med-insulin-100iu-vial,6,SIMULATED_PROTOTYPE
2026-08-30,facility-river-chc,med-insulin-100iu-vial,10,SIMULATED_PROTOTYPE
2026-08-31,facility-river-chc,med-insulin-100iu-vial,8,SIMULATED_PROTOTYPE
2026-07-03,facility-navjeevan-phc,med-insulin-100iu-vial,5,SIMULATED_PROTOTYPE
2026-07-04,facility-navjeevan-phc,med-insulin-100iu-vial,5,SIMULATED_PROTOTYPE
2026-07-05,facility-navjeevan-phc,med-insulin-100iu-vial,6,SIMULATED_PROTOTYPE
2026-07-06,facility-navjeevan-phc,med-insulin-100iu-vial,5,SIMULATED_PROTOTYPE
2026-07-07,facility-navjeevan-phc,med-insulin-100iu-vial,5,SIMULATED_PROTOTYPE
2026-07-08,facility-navjeevan-phc,med-insulin-100iu-vial,6,SIMULATED_PROTOTYPE
2026-07-09,facility-navjeevan-phc,med-insulin-100iu-vial,5,SIMULATED_PROTOTYPE
2026-07-10,facility-navjeevan-phc,med-insulin-100iu-vial,5,SIMULATED_PROTOTYPE
2026-07-11,facility-navjeevan-phc,med-insulin-100iu-vial,5,SIMULATED_PROTOTYPE
2026-07-12,facility-navjeevan-phc,med-insulin-100iu-vial,6,SIMULATED_PROTOTYPE
2026-07-13,facility-navjeevan-phc,med-insulin-100iu-vial,5,SIMULATED_PROTOTYPE
2026-07-14,facility-navjeevan-phc,med-insulin-100iu-vial,5,SIMULATED_PROTOTYPE
2026-07-15,facility-navjeevan-phc,med-insulin-100iu-vial,6,SIMULATED_PROTOTYPE
2026-07-16,facility-navjeevan-phc,med-insulin-100iu-vial,5,SIMULATED_PROTOTYPE
2026-07-17,facility-navjeevan-phc,med-insulin-100iu-vial,5,SIMULATED_PROTOTYPE
2026-07-18,facility-navjeevan-phc,med-insulin-100iu-vial,5,SIMULATED_PROTOTYPE
2026-07-19,facility-navjeevan-phc,med-insulin-100iu-vial,6,SIMULATED_PROTOTYPE
2026-07-20,facility-navjeevan-phc,med-insulin-100iu-vial,5,SIMULATED_PROTOTYPE
2026-07-21,facility-navjeevan-phc,med-insulin-100iu-vial,5,SIMULATED_PROTOTYPE
2026-07-22,facility-navjeevan-phc,med-insulin-100iu-vial,6,SIMULATED_PROTOTYPE
2026-07-23,facility-navjeevan-phc,med-insulin-100iu-vial,5,SIMULATED_PROTOTYPE
2026-07-24,facility-navjeevan-phc,med-insulin-100iu-vial,5,SIMULATED_PROTOTYPE
2026-07-25,facility-navjeevan-phc,med-insulin-100iu-vial,6,SIMULATED_PROTOTYPE
2026-07-26,facility-navjeevan-phc,med-insulin-100iu-vial,6,SIMULATED_PROTOTYPE
2026-07-27,facility-navjeevan-phc,med-insulin-100iu-vial,5,SIMULATED_PROTOTYPE
2026-07-28,facility-navjeevan-phc,med-insulin-100iu-vial,6,SIMULATED_PROTOTYPE
2026-07-29,facility-navjeevan-phc,med-insulin-100iu-vial,6,SIMULATED_PROTOTYPE
2026-07-30,facility-navjeevan-phc,med-insulin-100iu-vial,5,SIMULATED_PROTOTYPE
2026-07-31,facility-navjeevan-phc,med-insulin-100iu-vial,5,SIMULATED_PROTOTYPE
2026-08-01,facility-navjeevan-phc,med-insulin-100iu-vial,6,SIMULATED_PROTOTYPE
2026-08-02,facility-navjeevan-phc,med-insulin-100iu-vial,6,SIMULATED_PROTOTYPE
2026-08-03,facility-navjeevan-phc,med-insulin-100iu-vial,5,SIMULATED_PROTOTYPE
2026-08-04,facility-navjeevan-phc,med-insulin-100iu-vial,6,SIMULATED_PROTOTYPE
2026-08-05,facility-navjeevan-phc,med-insulin-100iu-vial,6,SIMULATED_PROTOTYPE
2026-08-06,facility-navjeevan-phc,med-insulin-100iu-vial,5,SIMULATED_PROTOTYPE
2026-08-07,facility-navjeevan-phc,med-insulin-100iu-vial,5,SIMULATED_PROTOTYPE
2026-08-08,facility-navjeevan-phc,med-insulin-100iu-vial,6,SIMULATED_PROTOTYPE
2026-08-09,facility-navjeevan-phc,med-insulin-100iu-vial,6,SIMULATED_PROTOTYPE
2026-08-10,facility-navjeevan-phc,med-insulin-100iu-vial,5,SIMULATED_PROTOTYPE
2026-08-11,facility-navjeevan-phc,med-insulin-100iu-vial,5,SIMULATED_PROTOTYPE
2026-08-12,facility-navjeevan-phc,med-insulin-100iu-vial,6,SIMULATED_PROTOTYPE
2026-08-13,facility-navjeevan-phc,med-insulin-100iu-vial,6,SIMULATED_PROTOTYPE
2026-08-14,facility-navjeevan-phc,med-insulin-100iu-vial,5,SIMULATED_PROTOTYPE
2026-08-15,facility-navjeevan-phc,med-insulin-100iu-vial,6,SIMULATED_PROTOTYPE
2026-08-16,facility-navjeevan-phc,med-insulin-100iu-vial,6,SIMULATED_PROTOTYPE
2026-08-17,facility-navjeevan-phc,med-insulin-100iu-vial,7,SIMULATED_PROTOTYPE
2026-08-18,facility-navjeevan-phc,med-insulin-100iu-vial,6,SIMULATED_PROTOTYPE
2026-08-19,facility-navjeevan-phc,med-insulin-100iu-vial,6,SIMULATED_PROTOTYPE
2026-08-20,facility-navjeevan-phc,med-insulin-100iu-vial,5,SIMULATED_PROTOTYPE
2026-08-21,facility-navjeevan-phc,med-insulin-100iu-vial,6,SIMULATED_PROTOTYPE
2026-08-22,facility-navjeevan-phc,med-insulin-100iu-vial,7,SIMULATED_PROTOTYPE
2026-08-23,facility-navjeevan-phc,med-insulin-100iu-vial,6,SIMULATED_PROTOTYPE
2026-08-24,facility-navjeevan-phc,med-insulin-100iu-vial,7,SIMULATED_PROTOTYPE
2026-08-25,facility-navjeevan-phc,med-insulin-100iu-vial,8,SIMULATED_PROTOTYPE
2026-08-26,facility-navjeevan-phc,med-insulin-100iu-vial,9,SIMULATED_PROTOTYPE
2026-08-27,facility-navjeevan-phc,med-insulin-100iu-vial,9,SIMULATED_PROTOTYPE
2026-08-28,facility-navjeevan-phc,med-insulin-100iu-vial,10,SIMULATED_PROTOTYPE
2026-08-29,facility-navjeevan-phc,med-insulin-100iu-vial,8,SIMULATED_PROTOTYPE
2026-08-30,facility-navjeevan-phc,med-insulin-100iu-vial,10,SIMULATED_PROTOTYPE
2026-08-31,facility-navjeevan-phc,med-insulin-100iu-vial,9,SIMULATED_PROTOTYPE
